occurrence_no,identified_name,identified_rank,accepted_name,accepted_rank,early_interval,max_ma,min_ma,ref_pubyr,phylum,class,order,family,genus,lng,lat,state,county,paleolng,paleolat,geoplate,cc,lithdescript,lithology1,lithadj1,lithification1,environment,tectonic_setting,geology_comments,assembl_comps,pres_mode,collection_type,taxonomy_comments,taxon_environment,motility,vision,diet,genus
266644,Sphaerexochus lorum,species,Sphaerexochus,genus,Ludfordian,425.6,423,1999,Arthropoda,Trilobita,Phacopida,Cheiruridae,Sphaerexochus,149,-35,New South Wales,,123.93,-14.16,801,AU,"""outcrops of sparsely fossiliferous gray-green siltstone..""",siltstone,"gray,green",,marine indet.,,"""Underlain by coralline Hume Limestone...Most of the Black Bog formation beneath Yarwood siltstone consists of structureless dark-gray siltstones and mudstones. [Increase in silt content from Hume to Black Bog.]...Lack of sedimentary structures...Boundary with Yarwood gradational..Change to a strongly bioturbated calcareous siltstone with a significant shelly fauna supports [inferred, gradual shallowing]....Many shells disarticulated...Assignment to moderate-energy BA 4 seems appropriate, perhaps toward the shallow end...open water below wave base but subject to storm activity.""",macrofossils,body,paleoecologic,,marine,fast-moving,well-developed,carnivore,Sphaerexochus
266645,Atrypoidea australis,species,Atrypoidea australis,species,Wenlock,433.4,423,1999,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Atrypoidea,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Atrypoidea
266646,Molongia elegans,species,Molongia,genus,Wenlock,433.4,423,1999,Brachiopoda,Rhynchonellata,Athyridida,Retziellidae,Molongia,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Molongia
266647,Favositidae indet.,family,Favositidae,family,Wenlock,433.4,423,1999,Cnidaria,Anthozoa,Favositida,Favositidae,,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",
266648,Stromatoporoidea indet.,class,Stromatoporoidea,class,Wenlock,433.4,423,1999,Porifera,Stromatoporoidea,,,,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",
266649,Kirkidium sp.,genus,Kirkidium,genus,Wenlock,433.4,423,1999,Brachiopoda,Rhynchonellata,Pentamerida,Pentameridae,Kirkidium,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Kirkidium
266650,Leptaena sp.,genus,Leptaena,genus,Wenlock,433.4,423,1999,Brachiopoda,Strophomenata,Strophomenida,Rafinesquinidae,Leptaena,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Leptaena
266651,Pelecypoda indet.,class,Bivalvia,class,Wenlock,433.4,423,1999,Mollusca,Bivalvia,,,,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,,facultatively mobile,blind,suspension feeder,
266652,Sphaerexochus sp.,genus,Sphaerexochus,genus,Wenlock,433.4,423,1999,Arthropoda,Trilobita,Phacopida,Cheiruridae,Sphaerexochus,148.866669,-33.099998,New South Wales,,121.63,-7.32,801,AU,"""The bulk of the limestone is massive and sparsely fossiliferous...Clean detrital limestone pockets within a massive biomicrite to biosparite.""",grainstone,shelly/skeletal,,marine indet.,,"""...The Molong represents shallow detrital banks in clear water, perhaps surrounding biostromal or even biohermal reef flats..In [certain limestone pieces] shells are closely packed, generally articulated, and randomly oriented in a micritic matrix...outer BA 2 to shallow 3.""",macrofossils,body,paleoecologic,,marine,fast-moving,well-developed,carnivore,Sphaerexochus
266653,Barrandina wilkinsoni,species,Barrandina,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Pentamerida,Clorindidae,Barrandina,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Barrandina
266654,Spirinella caecistriata,species,Spirinella caecistriata,species,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Spiriferida,Reticulariidae,Spirinella,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Spirinella
266655,Atrypa cf. reticularis,species,Atrypa reticularis,species,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Atrypida,Atrypidae,Atrypa,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Atrypa
266656,Reticulatrypa pulchra,species,Reticulatrypa,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Atrypida,Punctatrypidae,Reticulatrypa,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Reticulatrypa
266657,Striispirifer plicatellus,species,Striispirifer plicatellus,species,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Spiriferida,Cyrtiidae,Striispirifer,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Striispirifer
266658,Atrypoidea australis,species,Atrypoidea australis,species,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Atrypoidea,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Atrypoidea
266659,Spirigerina sp.,genus,Spirigerina,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Atrypida,Atrypinidae,Spirigerina,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Spirigerina
266660,Coelospira sp.,genus,Coelospira,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Athyridida,Anoplothecidae,Coelospira,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,Coelospira
266661,Salopina cf. mediocostata,species,Salopina,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Orthida,Draboviidae,Salopina,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,Salopina
266662,Morinorhynchyus oepiki ?,species,,,Gorstian,427.4,425.6,1999,,,,,,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,,,,
266663,Leptaena sp.,genus,Leptaena,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Strophomenata,Strophomenida,Rafinesquinidae,Leptaena,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Leptaena
266664,Aegiria sp.,genus,Aegiria,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Strophomenata,Strophomenida,Aegiromenidae,Aegiria,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Aegiria
266665,Retziella capricornae,species,Retziella,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Athyridida,Retziellidae,Retziella,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Retziella
266666,Howellella nucula,species,Howellella,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Spiriferida,Delthyrididae,Howellella,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,Howellella
266667,Stropheodontidae indet.,family,Stropheodontidae,family,Gorstian,427.4,425.6,1999,Brachiopoda,Strophomenata,Strophomenida,Stropheodontidae,,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,
266668,Dicoelosia sp.,genus,Dicoelosia,genus,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Orthida,Dicoelosiidae,Dicoelosia,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,Dicoelosia
266669,Pentamerida indet.,order,Pentamerida,order,Gorstian,427.4,425.6,1999,Brachiopoda,Rhynchonellata,Pentamerida,,,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,stationary,blind,suspension feeder,
266670,Rhizophyllum interpunctatum,species,Rhizophyllum,genus,Gorstian,427.4,425.6,1999,Cnidaria,Anthozoa,Cystiphyllida,Goniophyllidae,Rhizophyllum,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,Rhizophyllum
266671,Entelophyllum yassense,species,Entelophyllum,genus,Gorstian,427.4,425.6,1999,Cnidaria,Anthozoa,Stauriida,Entelophyllidae,Entelophyllum,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,Entelophyllum
266672,Phaulactis shearsbyi,species,Phaulactis,genus,Gorstian,427.4,425.6,1999,Cnidaria,Anthozoa,Stauriida,Lykophyllidae,Phaulactis,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,Phaulactis
266673,Pycnostylus congregationis,species,Pycnostylus,genus,Gorstian,427.4,425.6,1999,Cnidaria,Anthozoa,Stauriida,Pycnostylidae,Pycnostylus,148.916672,-34.833332,Australian Capital Territory,,122.67,-10.2,801,AU,"""fossils scattered through upwards of twenty meters of finely fractured mudstone...The rocks are predominantly mudstones and fine siltstones, infrequently laminated, and are not ripple-marked; there are no layers of shell hash, and many of the shelly fossils are undamaged...""",mudstone,,,marine indet.,,"""In the Barrandella Shale there is a gradual shallowing upwards, with the appearance of thin limestone beds near to top, transitional to the overlying biostromal Hume Limestone, which contains the BA 3 Favosites-massive stromatoporoid community...It would appear that the inception of the Barrandella represents transgression northwards at end of the shallow-water Bowspring Limestone, with the upper layers representing a gradual return to shallow conditions. [Fossils generally well preserved, not disturbed]. Thus the environment would appear to have been sheltered and of moderate depth; predominantly quiet water inner BA 4 but extending into somewhat shallower (and a little more agitated?) water, deep BA 3.""",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,Pycnostylus
